"title","content","date","variant","images","verified","author","rating","product","url"
"It was a great buy and maybe took me a little over a ...","It was a great buy and maybe took me a little over a hour to get it all set up correctly. It's exactly what I needed. Also I suck at putting stuff together but I figured it out.","19 Jul 2018","","https://images-na.ssl-images-amazon.com/images/I/41D+FEHSN0L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/41xRVnmXDVL._SY88.jpg","Yes","Amazon Customer","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Built well enough to hold my 2 27"" monitors, ...","Built well enough to hold my 2 27"" monitors, laptop and assortment of other small items.  Its not a desk you  sit on, thats why you have a chair.","29 May 2018","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71oQgvU7cTL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71sl02r2PuL._SY88.jpg","Yes","Libby C.","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Five Stars","Great desk met all my expectations","13 Feb 2017","Color: Black","https://images-na.ssl-images-amazon.com/images/I/51xCeUWg84L._SY88.jpg","Yes","CBF Productions/Robert","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Doesn’t take up much space and is excellent for the price","For the price this desk is excellent. Plenty of room for my home office and doesn’t take up much space. I really like it.","22 Feb 2018","","https://images-na.ssl-images-amazon.com/images/I/71B8vuZ95vL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71XVc5hhMoL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71sRUD-IX6L._SY88.jpg","Yes","Ashley Strickland","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Walnut Desk is Great!","This desk is great for multi purpose activities. I needed a place where I could use my gaming computer. I also needed room to study and do art. That is why I chose this desk. So far it has been great! The only thing I want to warn people about is that you have to have a decent amount of strength to get the screws properly in. My dad was able to do it, but I wasn’t. So, if you get the walnut desk keep this in mind. The desk so far is pretty sturdy and doesn’t shake for me. I feel comfortable using it.","12 May 2020","","https://images-na.ssl-images-amazon.com/images/I/61u-Oz7yeAL._SY88.jpg","Yes","Liahna","5.0","GreenForest L-Shaped Corner Desk Computer Gaming Desk PC Table,Home Office Writing Workstation 3-Piece,Black","/GreenForest-L-Shape-Computer-Workstation-3-Piece/product-reviews/B01K7AOSQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great purchase.","First off, I am a 58-year-old lady.  So when this heavy package arrived, I thought I was doomed.  But, after I managed to drag it into the house alone, it wasn't so bad.  I open the box downstairs, then I proceeded to bring the individual pieces upstairs to my office. The heaviest piece was the top.  Mind you, I do work out, so maybe that saved me. I hate putting stuff together. I usually stink at it.  Not to mention the fact that the instructions recommend 2 people assemble it. Well, there is only one of me, so off to work I went.  I actually managed to assemble this on my own with creative ways to ""hold"" up the pieces (kind of like a quasi person was present, even though they weren't).  I was pleasantly surprised how few times I actually cursed.  I have to say, the instructions (after getting out my magnifying glass), were good enough for even me to put it together. It was beautifully packaged, arrived with no dings or dents, and the parts and screws were identified with a number or letter.  You even got 1 extra screw for each type of screw that is used. Amazing. It was paradise for an assembly rookie like me.  I love the final product.  It's a good deal for the price.","15 Jun 2020","Color: Industrial/Rustic Brown","","Yes","East Coast Lady","5.0","TOPSKY 55"" Computer Desk with Bookshelf/Metal Desk Grommet Hole Cable Cover (Industrial/Rustic Brown)","/TOPSKY-Computer-Bookshelf-Grommet-Industrial/product-reviews/B07RGLW1CW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"It is very sturdy","This product is heavy, I'd suggest you use a dolly to carry it. Don't ruin your back. The desk is easy to assemble. I suggest you use a powered screw driver or a driver with a bigger handle as the one they supply is very small. Do not step on the desk top, you'll crush and/or put a dent in it. I had zero damage on mine even though the box was banged up. I am 6'9"" and my legs fit underneath the desk with about a half inch of space between myself and the desk. If I had the space or the need I would buy this again. For the period of Covid-19. Your desk may take longer to ship. Do not worry, it will come. Mine spent two days in a warehouse because of Covid-19, another shipment ranked higher than mine. It took about a week to get this desk.","21 May 2020","Color: Industrial/Rustic Brown","https://images-na.ssl-images-amazon.com/images/I/61f40AV5+yL._SY88.jpg","Yes","Occasional Reviewer","5.0","TOPSKY 55"" Computer Desk with Bookshelf/Metal Desk Grommet Hole Cable Cover (Industrial/Rustic Brown)","/TOPSKY-Computer-Bookshelf-Grommet-Industrial/product-reviews/B07RGLW1CW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Amazing desk, amazing price!","This desk is amazing! It’s perfect for my space and very sturdy....even sturdy enough for my fat, orange cat. It was very easy to assemble (approx 45 min) even when you don’t know what you’re doing, like me. The holes lined up perfectly and pieces were easy to figure it out. The height of the desk was perfect, not sure what some of the other reviewers were talking about and I’m 5’5”. My 6’1” gamer boyfriend loved it so much, we purchased a 2nd one for him. I have 3 22” monitors, docking station and laptop with plenty of room to spare. Cord management is good. The shelf underneath is good for extra storage and for hiding cords. The legs are good and don’t have to worry about them sliding or scratching the hardwood floor. Shipping was a few days and packaging was good.","25 Oct 2019","Color: Industrial/Rustic Brown","https://images-na.ssl-images-amazon.com/images/I/61b66514q9L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71gtkCCNIQL._SY88.jpg","Yes","Amazon Customer","5.0","TOPSKY 55"" Computer Desk with Bookshelf/Metal Desk Grommet Hole Cable Cover (Industrial/Rustic Brown)","/TOPSKY-Computer-Bookshelf-Grommet-Industrial/product-reviews/B07RGLW1CW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"If you need sturdy then it's here you've found it.","I was exhausted by the time I chose a desk, I had been doing so much research because I wanted something sturdy that could handle abuse and I wouldn't need to replace for years. With that in mind I was adamant to have something with wood AND metal, enter this beauty. I can't recommend this desk enough and if you're a fence sitter stop wasting time you've found the desk you need! This desk is very very sturdy, the color is attractive and it can even fit my behemoth Canon Pixma Pro 9000 and still leave me with working space. My home is small so I need things that can multitask so I thoroughly enjoy the shelf underneath as additional storage for all of my supplies. Assembly was a breeze for my husband and the screws came in separately marked bags along with a screwdriver! Guys they give you a screwdriver so you literally don't require any additional tools for assembly. Less than 30 minutes for it to be fully assembled and did I say it was sturdy? Because it's very sturdy 💯","21 Aug 2020","Color: Industrial/Rustic Brown","https://images-na.ssl-images-amazon.com/images/I/71uXvnrhGuL._SY88.jpg","Yes","Anya","5.0","TOPSKY 55"" Computer Desk with Bookshelf/Metal Desk Grommet Hole Cable Cover (Industrial/Rustic Brown)","/TOPSKY-Computer-Bookshelf-Grommet-Industrial/product-reviews/B07RGLW1CW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Perfect desk, packaging gave me concerns though.","First the good: it's incredibly sturdy and stable. Doesn't flinch at any pushing or weight put on it. It's wide and spacious. There were fewer pieces than I thought there was going to be, so assembling was very easy and is doable by a single person, assuming you have the coordination for it. The color was nice, I picked the industrial rustic style. Cable management is pretty nice, although the cover for the hole has a sort of brush to cover the gaps between the cables; but this brush has already been permanently morphed by those cables after just a few days. It doesn't really matter, but it makes me question the purpose of the brush cover. The problem I have with this desk was the packaging. A lot of styrofoam for one. But worse than that, there was a lot of tiny hair-like clear fibers all over the pieces. I couldn't figure out what it was, but I can only assume it's fiberglass dust, which is a pretty big concern if it is. However, I'm not sure. I wiped down the desk multiple times with wet paper towels to collect the particles, but the fact that it was covered in that stuff is a concern. There still might be those particles in the hollow metal pieces, so I don't plan on taking this desk apart to risk spreading that stuff around.","16 Aug 2020","Color: Industrial/Rustic Brown","","Yes","Sergio O.","4.0","TOPSKY 55"" Computer Desk with Bookshelf/Metal Desk Grommet Hole Cable Cover (Industrial/Rustic Brown)","/TOPSKY-Computer-Bookshelf-Grommet-Industrial/product-reviews/B07RGLW1CW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"I’m tall and this desk works for me","For 160 bucks it’s a great desk. I wasn’t expecting the desk that was going to fit all my needs in one at this price point. I have a extra bedroom in my house approximately 12x15 which I use has a office and seed germination room. I work in the gardening & landscape design field and is my favorite hobby. I’m also 6 foot 5 and 220 pounds, so most desks feel like they’re built for teenagers to me. The tops of my legs fit under this desk and I use it for my computer station alone. Only half the space is used but the other half I use for my arms and any documents I might have. I also have a drafting table in the room, and a germination station for my veggies before taking them to my greenhouse. After that long description of my use here’s what I like and don’t. Like: sturdy for the price, easy to put together, large work area. Dislike: shallow front to back width ( in all fairness anything less than 3 feet I’ll complain about ) If I walked into a store or someone’s home and saw this desk. I would buy it, and having bought it; I would buy it again.","17 Feb 2020","Color: Industrial/Rustic Brown","","Yes","Dr. Stuvy","4.0","TOPSKY 55"" Computer Desk with Bookshelf/Metal Desk Grommet Hole Cable Cover (Industrial/Rustic Brown)","/TOPSKY-Computer-Bookshelf-Grommet-Industrial/product-reviews/B07RGLW1CW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great Desk!","I purchased this desk for a few reasons. I thought the price was reasonable based on shopping around. I love the color of the wood grain as it matches the room I have it in.  It was easy to put together for one person. All the parts lined up easily and there was even a screwdriver included to aid in assembly. I really like the shelf under the desk as that helped clear my work space.  I think it should have some support in the middle though. I was disappointed in the delivery (UPS).  I live in an apartment complex on the  top floor (third or two flights of stairs) and UPS left the box at the bottom of the stairs. I don't live down there!  The box was damaged but no contents were missing or damaged. The box can be carried but a awkward  shape and weight could make carrying challenging for some. All-in-all, I love the desk so far (Day#1).","17 Jul 2020","Color: Industrial/Rustic Brown","","Yes","Eric M. Koehler","5.0","TOPSKY 55"" Computer Desk with Bookshelf/Metal Desk Grommet Hole Cable Cover (Industrial/Rustic Brown)","/TOPSKY-Computer-Bookshelf-Grommet-Industrial/product-reviews/B07RGLW1CW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great desk, Good support","Quality: The wood is smooth, no scratches, and good quality with no dents on the edges or top/bottom of the piece. The metal legs however have a couple scratches and one of them has a minor defect where it's blistering or bubbling from the coating. In the long metal piece there was some sort of rusted metal nail or tack top that was rattling, but I was able to remove it from the small holes. This was probably just a production issue and I was unlucky enough to get it, but I was compensated for the issues. Durability: It's able to hold a good amount of items, I was able to put 2 monitors and my computer on top of my desk with no problems. On the shelf underneath it can hold a good amount of things without the wooden piece bending or moving. Very study desk even for heavy handed typers. Great for the price and hope it lasts long; would recommend. Will update later.","05 Aug 2020","Color: Industrial/Rustic Brown","https://images-na.ssl-images-amazon.com/images/I/61-Q+oF6N+L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61PXZ-GWSRL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61m3ox-p7eL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/712LGufMKOL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71fzZbhxNkL._SY88.jpg","Yes","Dakarie","4.0","TOPSKY 55"" Computer Desk with Bookshelf/Metal Desk Grommet Hole Cable Cover (Industrial/Rustic Brown)","/TOPSKY-Computer-Bookshelf-Grommet-Industrial/product-reviews/B07RGLW1CW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Caving in!!","The packaging the desk came in was nice and sturdy. Main concern at first was the missing instructions, it took a lot longer than it should've to put together (45 mins). Once assembled I put a stand up desk which weighs about 75 lbs on this desk, and after a week the desk is starting to cave in. With the stand up desk and two monitors (maybe 100 lbs total), this desk has caved in a good amount. I've only had this desk for about a month and I need a new one already. Do not recommend.","17 Aug 2020","Color: Industrial/Rustic Brown","","Yes","Zach M.","1.0","TOPSKY 55"" Computer Desk with Bookshelf/Metal Desk Grommet Hole Cable Cover (Industrial/Rustic Brown)","/TOPSKY-Computer-Bookshelf-Grommet-Industrial/product-reviews/B07RGLW1CW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"High quality for a reasonable price","I recently found out that my job will now be a work-from-home job indefinitely, and as such, I decided to invest in a proper workspace, instead of just slumping over my laptop on the couch (which is what I've been doing since COVID hit). I researched all kinds of desks with all kinds of features (shelves, automatic up/down, etc.), but decided I just wanted to keep things simple and get a pretty plain desk. This desk fit the bill and has solid reviews, so I took a risk and ordered. SUPER glad I did. This thing is great quality for the price. I was expecting flimsy particle board to be honest, but it feel very strong, like a thick plywood. And, the metal legs make it super secure and not at all wobbly. It was a snap to put together (took about 15 minutes), and I'm extremely happy with the way it looks---little shelf on the bottom is a great touch. I've also ordered a standing desk to place on top of this desk, and I have no concerns about the weight of it whatsoever. If you're looking for a sturdy, nice-looking work from home desk, I highly recommend this one.","26 Jun 2020","Color: Industrial/Rustic Brown","https://images-na.ssl-images-amazon.com/images/I/71Xd39SIZKL._SY88.jpg","Yes","Amazon Customer","5.0","TOPSKY 55"" Computer Desk with Bookshelf/Metal Desk Grommet Hole Cable Cover (Industrial/Rustic Brown)","/TOPSKY-Computer-Bookshelf-Grommet-Industrial/product-reviews/B07RGLW1CW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Multi-functional desk","I was looking for a small but functional desk for a smaller apartment that I could easily bring in without hauling a heavy box and having to take out tools to put together. This desk caught my eye.  It is reasonably priced and could double as a side table when not used as a desk. It arrived 2 days ago and unpacked it tonight. I had some concern from reading other reviews because of damage but mine was fine. I took pictures of the process as I know I find these handy when deciding on a purchase. This is exactly what I was looking for. I'm going to put it in a 1 bed apt. It will be used for a side table for a lamp and fan and when needed take a counter stool from the breakfast bar as a desk chair for privacy. There is no tools needed to install it at all. It was nicely packed and had no issues putting it together in minutes. I could easily put it in a closet if we didn't want it out. I could also put it in the living room as a side table as well. Nothing real fancy, but looks nice, functional, sturdy and easily transported. I would purchase it again.","02 May 2018","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/71HqVLI1ASL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71J2Y+XkJLL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71T0ZHltCqL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71XftUimaVL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71qLysoTuxL._SY88.jpg","Yes","T. Szczesny","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Love!","I love this desk! It is just the right size, sturdy, and extremely easy to assemble. The assembly pretty much consisted of taking it out of its box, opening up the frame/legs of the table (the are already screwed together and ready to go), and snapping the table top into the frame. Done! It is lightweight, portable, and looks perfect as an office ""corner"" in my bedroom.","13 Sep 2017","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/61uFAs2Dq1L._SY88.jpg","Yes","Richard Lawson","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great desk/makeup table","I absolutely love my desk. I use it as a makeup table. Its easy to clean and fits so much on it. Putting it together was very easy all i had to do was snap the top to the frame. No tools at all were needed id repurchase for this alone. Its a great desk/table.","29 Jul 2018","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/81rQDnvq15L._SY88.jpg","Yes","MArilyn viz","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"They’re perfect for my needs","I bought THREE of these tables for my craft room (in progress). They’re perfect for my needs. They’re durable and compact when folded up. I would purchase these again and again.","01 Jun 2018","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/81v2kc1a8qL._SY88.jpg","Yes","Amanda Penzes","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great Quality!","I love this desk! It was so easy to put together and I love how simple it looks but looks sooo nice! The fake wood top doesn’t look cheap at all and I’m usually very picky about it but it actually looks nice! It’s also very sturdy! As you can tell I also have the matching bookshelf! I would definitely purchase more if they had more products in this line!","29 Jun 2018","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/81YhXx5T8tL._SY88.jpg","Yes","bcrosslin","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great value","Desk is sturdy, nice looking, and cheap. Surprisingly sturdy considering the price. Extremely easy to assemble - like my grandma could do it easy. Only con is that you can tell that it may not last forever because of the seems where it was pressed together underneath as visable (see photo.) Overall I would definitely recommend.","17 May 2018","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/71O+-QeEERL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71hZVYXKjeL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81dJpa9C7DL._SY88.jpg","Yes","Kelsea","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Terrible quality","Firstly, I was not able to setup the desk out-of-box. One of the joints of the frame was not properly tightened and would not fit the table top. I had to loosen up the joint and re-tighten it. While checking all the other joints for potential issue, I found one screw used for another joint already stripped. Then the table top fits poorly. The plastic hooks that holds the table top in place are badly stretched when I finally installed the table top. Moreover, one side of the table top is protruding above the metal frame, while the other side sunken below the metal frame. I hammered down the side which is higher than what it should be, but was unable to fix the other side that's sunken. The whole table is just crooked here and there. Also the table top is already distorted without much use. I only have a computer monitor, a PS 4 and a laptop on the desk.","26 Sep 2018","Color: Brown","","Yes","Zodiase","1.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great value; super fast & easy to assemble with no tools or glue","For the price of around sixty bucks, this is an outstanding value.  It is extremely easy to assemble; I was done in five minutes and it required no tools or glue.  The desk is surprisingly stable and the top, while thin, does not feel flimsy.  The only downside--and it's a small one--is that the faux-wood-grain texture of the top can make writing on a piece of paper difficult, especially using a ballpoint pen.  It doesn't interfere with using an optical mouse, however.","22 Feb 2018","Color: Brown","","Yes","SomeGuy","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good desk","Amazing desk. Works fine, looks fantastic, will not hold a lot of weight. Seller has been harassing me with emails for a month straight asking for a review. Well here it is.","19 Jun 2018","Color: Brown","","Yes","Amazon Customer","1.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"It was a good desk at first......but turned out to be awful, their customer service as well","This desk is easy to set up, and it looked firm and nice at first. However, after a few days, the wood became bent in the middle, where there were only a laptop and a monitor. I did not ask to return or replace the item because the box it came with has already been disposed of and if this is how the desk was designed then a replacement won't make much difference. Apart from being worried about that the desk may break, I also wonder whether the desktop was made from recycled materials and may contain harmful substances given its unfirm properties. UPDATE: As is shown is the first picture, the desktop has a curve, which is shown by pulling a tape above, at both ends of it. I felt the curve but never thought it would be this much in the middle before I figured out how to properly measure it. The paint on the desk started to peel off as well, which is in the second picture. As you can see in the comments, the seller left a message that they wanted to help me to solve this problem. Well, where's the email address? No emails from them either. The phone number in their seller's page is claimed to be 24/7, which I did not get through on Friday night. Therefore, I really don't see any sincerity here. Even if they are truly willing to solve the problem, the material of the desktop won't make it happen  - it will just curve in less a month again.","02 Sep 2018","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/61CWlsA0drL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81ypGKLfxcL._SY88.jpg","Yes","B.A.","1.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Multi-functional desk","I was looking for a small but functional desk for a smaller apartment that I could easily bring in without hauling a heavy box and having to take out tools to put together. This desk caught my eye.  It is reasonably priced and could double as a side table when not used as a desk. It arrived 2 days ago and unpacked it tonight. I had some concern from reading other reviews because of damage but mine was fine. I took pictures of the process as I know I find these handy when deciding on a purchase. This is exactly what I was looking for. I'm going to put it in a 1 bed apt. It will be used for a side table for a lamp and fan and when needed take a counter stool from the breakfast bar as a desk chair for privacy. There is no tools needed to install it at all. It was nicely packed and had no issues putting it together in minutes. I could easily put it in a closet if we didn't want it out. I could also put it in the living room as a side table as well. Nothing real fancy, but looks nice, functional, sturdy and easily transported. I would purchase it again.","02 May 2018","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/71HqVLI1ASL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71J2Y+XkJLL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71T0ZHltCqL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71XftUimaVL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71qLysoTuxL._SY88.jpg","Yes","T. Szczesny","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Love!","I love this desk! It is just the right size, sturdy, and extremely easy to assemble. The assembly pretty much consisted of taking it out of its box, opening up the frame/legs of the table (the are already screwed together and ready to go), and snapping the table top into the frame. Done! It is lightweight, portable, and looks perfect as an office ""corner"" in my bedroom.","13 Sep 2017","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/61uFAs2Dq1L._SY88.jpg","Yes","Richard Lawson","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great desk/makeup table","I absolutely love my desk. I use it as a makeup table. Its easy to clean and fits so much on it. Putting it together was very easy all i had to do was snap the top to the frame. No tools at all were needed id repurchase for this alone. Its a great desk/table.","29 Jul 2018","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/81rQDnvq15L._SY88.jpg","Yes","MArilyn viz","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"They’re perfect for my needs","I bought THREE of these tables for my craft room (in progress). They’re perfect for my needs. They’re durable and compact when folded up. I would purchase these again and again.","01 Jun 2018","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/81v2kc1a8qL._SY88.jpg","Yes","Amanda Penzes","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great Quality!","I love this desk! It was so easy to put together and I love how simple it looks but looks sooo nice! The fake wood top doesn’t look cheap at all and I’m usually very picky about it but it actually looks nice! It’s also very sturdy! As you can tell I also have the matching bookshelf! I would definitely purchase more if they had more products in this line!","29 Jun 2018","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/81YhXx5T8tL._SY88.jpg","Yes","bcrosslin","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great value","Desk is sturdy, nice looking, and cheap. Surprisingly sturdy considering the price. Extremely easy to assemble - like my grandma could do it easy. Only con is that you can tell that it may not last forever because of the seems where it was pressed together underneath as visable (see photo.) Overall I would definitely recommend.","17 May 2018","Color: Brown","https://images-na.ssl-images-amazon.com/images/I/71O+-QeEERL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71hZVYXKjeL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81dJpa9C7DL._SY88.jpg","Yes","Kelsea","5.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Terrible quality","Firstly, I was not able to setup the desk out-of-box. One of the joints of the frame was not properly tightened and would not fit the table top. I had to loosen up the joint and re-tighten it. While checking all the other joints for potential issue, I found one screw used for another joint already stripped. Then the table top fits poorly. The plastic hooks that holds the table top in place are badly stretched when I finally installed the table top. Moreover, one side of the table top is protruding above the metal frame, while the other side sunken below the metal frame. I hammered down the side which is higher than what it should be, but was unable to fix the other side that's sunken. The whole table is just crooked here and there. Also the table top is already distorted without much use. I only have a computer monitor, a PS 4 and a laptop on the desk.","26 Sep 2018","Color: Brown","","Yes","Zodiase","1.0","Writing Computer Desk Modern Simple Study Desk Industrial Style Folding Laptop Table for Home Office Notebook Desk Brown Desktop Black Frame","/Writing-Computer-Industrial-Folding-Notebook/product-reviews/B06XZV3F8F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
