"title","content","date","variant","images","verified","author","rating","product","url"
"Great chair, difficult to assemble following the instruction","I bought this chair to replace my similar purchase from Walmart. So far I am pretty happy with it. It took me about 30 minutes to fully assemble it, a bit longer than anticipated. The most difficult assembly was from the arm rest, back rest, and the cushion. The manuals instructs to put the arm rests and the cushion together first, before installing the back rest. I found it very difficult to do so. Instead, I installed the arm rests to the back rest first, then the cushion just went in much easier. The rest of the assembly was just a walk in the park. The chair once assembled is incredibly comfortable. It does not create any sound when moved around or sat on. The meshed backrest is soft and comfortable. The base of the chair is pure metal. The base is very heavy and stable and feels solid. Overall, I am very happy with this chair's construction.","11 Jul 2019","","https://images-na.ssl-images-amazon.com/images/I/71vbwt4Y9sL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/8134eT7w0UL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81ARBnBkm4L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81SNHqGvSsL._SY88.jpg","Yes","Luan D.","5.0","Smugdesk Mid-Back Ergonomic Office Lumbar Support Mesh Computer Desk Task Chair with Armrests","/Smugdesk-Mid-Back-Big-Ergonomic-Computer/product-reviews/B06Y5HCDVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Well built office chair, five star, worth the price.","I bought this chair for myself to work at home. I read the reviews and people said it was a five star product so I chose it, and it turned out to worth the money I spent. The package arrived pretty quickly, and all parts were well labeled and clean. It took me about 30 minutes to assemble it all by myself with no additional tool. The chair look just like advertised after I set it up. It can be easily moved around on the floor and on the carpet. Sitting in it feels naturally comfortable, you also can slightly adjust the back which makes it feel even better. Chair back is made of mesh so you don’t get sweaty. It’s not a fancy chair after all, but an honest product that meets your expectations and does not regretting purchasing it.","21 Jul 2019","","https://images-na.ssl-images-amazon.com/images/I/61AeH6zCdEL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/715u-bp5bFL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71AzYUu-mrL._SY88.jpg","Yes","Alice Kern","5.0","Smugdesk Mid-Back Ergonomic Office Lumbar Support Mesh Computer Desk Task Chair with Armrests","/Smugdesk-Mid-Back-Big-Ergonomic-Computer/product-reviews/B06Y5HCDVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Comfortable","Comparable to other big name chairs in the 100 range. The cushion and back mesh is comfortable to sit on. I got it for my wife so she can teach my kid piano without sharing the bench. So far she loves it. Pro tip: took me longer than expected to assemble because I screwed in the arm rest to seat first. What you should do is connect the back rest to arms first then do them as a set to the main chair. I think it would take around 10mins to assemble if I’ve done it that way.","09 May 2019","","https://images-na.ssl-images-amazon.com/images/I/71CakUL4l+L._SY88.jpg","Yes","Dennis","5.0","Smugdesk Mid-Back Ergonomic Office Lumbar Support Mesh Computer Desk Task Chair with Armrests","/Smugdesk-Mid-Back-Big-Ergonomic-Computer/product-reviews/B06Y5HCDVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great affordable ergonomic chair!","I bought this chair for my daughter to use for gaming and she loves it. It's a nice ergonomic affordable chair. Would buy another one. It was also easy to assemble.","08 Aug 2019","","https://images-na.ssl-images-amazon.com/images/I/71AuPHXjaxL._SY88.jpg","Yes","Vincent L.","5.0","Smugdesk Mid-Back Ergonomic Office Lumbar Support Mesh Computer Desk Task Chair with Armrests","/Smugdesk-Mid-Back-Big-Ergonomic-Computer/product-reviews/B06Y5HCDVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Impressive chair I'm glad I purchased!","It arrived early and assembled it very fast as it had directions and all the hardware I needed clearly labeled! I used it for a while now and here are my thoughts. I like that is sturdy and fits in my desk perfectly. The rollers are smooth and make the chair move around with no much effort on any surface. The back is made out of mesh material which is great because it ventilates and doesn't get hot. Also the seat is made out of a thick pad that makes this chair super comfy and in addition you can easily adjust the height of it to your preference. Most importantly it has a curved back for lumbar support that definitely has help my back not to hurt after seating for hours working on the computer. Absolutely a good buy, I'm glad I did.","14 May 2019","","https://images-na.ssl-images-amazon.com/images/I/71xOglEhp9L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81asDbj4JLL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81tvqJwEZ2L._SY88.jpg","Yes","Pollym","5.0","Smugdesk Mid-Back Ergonomic Office Lumbar Support Mesh Computer Desk Task Chair with Armrests","/Smugdesk-Mid-Back-Big-Ergonomic-Computer/product-reviews/B06Y5HCDVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Amazing Chair! 5 Stars!","Came quick and it was packaged nicely. Super easily to put together and it is comfortable to sit in. It's not big and bulky so it doesn't take up a lot of space which is just what I was looking for! I would recommend buying.","12 Jul 2019","","https://images-na.ssl-images-amazon.com/images/I/81ONNwZsMdL._SY88.jpg","Yes","Adrian","5.0","Smugdesk Mid-Back Ergonomic Office Lumbar Support Mesh Computer Desk Task Chair with Armrests","/Smugdesk-Mid-Back-Big-Ergonomic-Computer/product-reviews/B06Y5HCDVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Comfortable, Easy to Assemble, and Reasonable Price","I bought this chair for my son. It took me only about half an hour (below my expectation) to assemble the chair with the help of its instructions manual and assemble tools that came with it; it’s so easy to assemble as long as you follow all the required steps in the instructions manual. I and my son felt very comfortable sitting on the chair for long hours due to its good lumbar support, ergonomic arm rests, and thick padding seat. Price is also very reasonable for this kind of chair, much cheaper than my old fabric office chair, that will be donated soon. My son is happy with this gift of chair from me. I hope that this chair is durable enough, longer than the provided warranty period that I never expect to claim.","03 May 2019","","https://images-na.ssl-images-amazon.com/images/I/71XGo17L8lL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81fcmAJTezL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81yMhAQmcqL._SY88.jpg","Yes","bcrus","5.0","Smugdesk Mid-Back Ergonomic Office Lumbar Support Mesh Computer Desk Task Chair with Armrests","/Smugdesk-Mid-Back-Big-Ergonomic-Computer/product-reviews/B06Y5HCDVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good back support","Getting new chairs for my staff.  This has good back support.","29 Jul 2019","","https://images-na.ssl-images-amazon.com/images/I/81jVBDO6FxL._SY88.jpg","Yes","PRGuy007","5.0","Smugdesk Mid-Back Ergonomic Office Lumbar Support Mesh Computer Desk Task Chair with Armrests","/Smugdesk-Mid-Back-Big-Ergonomic-Computer/product-reviews/B06Y5HCDVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great affordable office chair for a small office.","The Smugdesk mid-back big ergonomic office chair is a great affordable office chair for a small office. The chair was bought for a larger person (6'+) and fits him perfectly without being too large for the office space. Assembly was great with little hiccups. It's was as simple as putting together the base, the arms, and then the back. Packaging came in a non-discript box and was nicely put together. Ergonomics fit the body well. No issues with sitting for long periods.","15 Jul 2019","","https://images-na.ssl-images-amazon.com/images/I/71TfK6xIgtL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81nnZkj+qiL._SY88.jpg","Yes","Tiffany","5.0","Smugdesk Mid-Back Ergonomic Office Lumbar Support Mesh Computer Desk Task Chair with Armrests","/Smugdesk-Mid-Back-Big-Ergonomic-Computer/product-reviews/B06Y5HCDVL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Causes cancer","As i started assembling this chair I noticed the warning underneath the pad of the chair. Why are they allowed to sell this? Wtf","04 Sep 2019","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71Qz7XONHQL._SY88.jpg","Yes","Serious Jest","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"The chair didn't last a year!","It's not built for longevity. It hasn't even lasted a year. I only weigh 153lbs! Please look at the photos I posted. The metal cracked!","29 Aug 2019","Color: Black","https://images-na.ssl-images-amazon.com/images/I/716Jdx6hrgL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71Y2XOO0AyL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71bOioZF1nL._SY88.jpg","Yes","Megan Magnatta","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Smallish, ergonomic and comfortable chair","This is a comfortable chair considering its size.  It's very easy to assemble with the included allen wrench and spare screws are also included.  Once assembled the chair is very strong and sturdy.  It rolls, spins, and operates smoothly. Please watch the video for a more in-depth review.","14 Oct 2016","Color: Black","","Yes","Stefan Urquelle","4.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Uncomfortable, Imbalanced & Low Quality Materials","PROS: Price, Shipping, Easy to Assemble CONS: Uncomfortable (Elbows, Thighs), Questionable Finishes, Exposed Materials I purchased this product over the past weekend and it arrived within a few business days. Shipping expectations were well met. Upon opening the box, I found that all parts and hardware were clearly labeled, and tools (a single allen wrench) were also provided. Building the chair is straightforward. Just be sure to pay attention as the screws provided are of different (but similar) lengths. Upon completing instruction, I inspected the chair. As shown in the photos that accompany this review, there were obvious blemishes, faded finishes and stress marks on the chair frame itself. There were also some exposed edges. When I first sat in the chair I worried that I had missed a step. It was wobbily and rocked a bit from side to side. I ran through the instructions once more, checking all screws and veriying that it was correct. Still, the chair continues to feel uneasy to sit in. There is a large amount of play or ""wobble"" in the seat bolster itself and you can feel plenty of side to side movement. It's to the point that if I sit still and tun my head, it forces the chair to tilt to that side. The lumbar support is simply ""okay"" at best. It seems a bit lacking, in my experience. The armrests are effectively useless. I stand 6' tall and sitting straight up, my elbows and forearms cannot make contact with the arms at all. They are a good 3 to 4 inches too short for me. Another issue with the armrests is that unless you sit with your knees touching, your thighs will likely push against the fixed arms, causing additional discomfort. Overall thr chair looks good enough in the ""you get what you pay for"" sense, but I cannot recommend this if you're looking for a comfortable and supportive chair that you can work in throughout the course of the day.","21 Nov 2018","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71IdD3G8vPL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71Li1y735vL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71duX2sBHWL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81j3jPzh87L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81nKStjzjwL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81vOPF9lqnL._SY88.jpg","Yes","Eric Lander","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"BUY AT YOUR OWN RISK!","Well, it lasted 1 month then the armrest broke in half! Be careful with this chair. Not as sturdy as i thought! Sat in it (my weight 205lbs) and heard a loud POP!","16 Jun 2017","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71MSTyh3rtL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71uU13DigpL._SY88.jpg","Yes","Bacnow","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Unacceptable manufacturing quality","The unit I received deserves negative stars. As no such rating exists I am forced to give it 1 star. I never advanced to any stage of assembly as i could not attach the wheels in any manner that they did not immediately fall off when the base was turned right side up. This indicates extremely poor manufacturing quality. Also, according to someone who answered a question regarding country of manufacture this chair is not Made in the USA. The box clearly reads "" Made in China"". For those seeking to avoid Chinese products ( I'm not one of them, obviously, but just giving an FYI for those who do) this is not the chair for you.","13 Jul 2019","Color: Black","","Yes","Amazon Customer","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Spend More","If you have never built a chair before this review might just help you out.. The little marks are normal as it is on both sides (probably from the factory). Pros- Unlike the other reviews all the parts came with nothing broken and the screws were not stripped. Packaging was on each part to make sure they were protected. Instructions were useful in telling you which screws and what they recommend. (see cons) The chair is a lot more stable than you think, but it does say on the instructions to not stand on the chair. Gives you enough height for any type of office desk (it was a little too high for me).. I was surprised how light it was from my older chair. The wheels are very easy to move around on a wooden floor. A lot of support on your back and leaning is easy. Cons- The instructions for step 2 will make it difficult for any beginner, I recommend putting the armrests on the back first to get rid of any future problems then screwing it onto the seat since the armrests are easier to move around the holes. Armrests are very low for someone around 6 ft tall and may need more to rest elbows comfortably. The tool they give you may make things tough, but at least they gave you a tool. Overall, this is a great chair for the price and does not have any defects in its design. I do feel more support on one side than the other, but it might be my fault for not doing something properly. I should mention that this feels comfortable for a big guy right under 250 lbs. Edit: No longer have the chair and didn’t last 3 months.. Cheap materials.","22 Mar 2017","Color: Black","","Yes","Nate","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"ok for the price.","I'm a 6' male at around 140lbs. The kneww bend high is totally fine.  The width of the seat... the arm rests just touches into both my outer thighs.  just enough thta after several hours of being in the chair, my outer thighs feel it! Tolerable, but i can still feel the slight pressure still on my thighs when I stand up.  Also, the seat plate tends to bow in the center and after several hours and days of sitting in this chair, it's like sitting on a metal mound.  I know i'm not the lightest person in the world and for the price point that this chair is at, nit bad! But if you are on the larger side of the scale, like me, the supports in the chair will start to give after a short amount of time.  After about a week, I gave the chair to my mom who absolutely loves it and fits her perfectly.","02 Jul 2019","Color: Black","","Yes","Sleepysnails","3.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"DANGER! Please be careful","I would give this zero stars if I could! While I realize this is not a high end expensive chair, I did expect it to remain functioning and not put the user in danger. After approximately 16 months of normal use at a desk, the back apparently sheared off from the seat, sending the user flying backwards to the floor. It looks like the metal just broke away, leaving sharp edges.  Bad welding or a defect? I don’t know, but I would urge anyone else looking at this chair to exercise extreme caution. The seller did not seem to care at all, just telling me “Sorry, it’s past the 90 day warranty.”","14 Mar 2019","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71PJXHbddfL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71jCi6XrODL._SY88.jpg","Yes","Joy","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"DONT RECOMMEND!","""Because it makes your work easier."" This could be true if you are a master plastic manipulator and normally deal with much more challenging issues, then yes. This will ADD a much simpler piece of work into your life. Unfortunately, I am not a master plastic manipulator. Putting the chair together didn't seem too challenging until I got near the end and one of the screws wouldn't keep the armrest connected to the seat. It seemed that the screw-hole wasn't made correctly on the seat. I called and told them this and they sent me a new seat piece in less than a week. Unfortunately, it seems as if this seat isn't meant to fit with the rest of the chair pieces I had. I tried my best to force the armrests to bend as much as they possibly could by pushing it, sitting on it, using all my might and it just won't work. I called and told them this. They recommend me send everything back and they'd send me a new one. Unfortunately, they must have taken my email down incorrectly because I never received an email from them with the label to send the chair back. I have instead decided to just send it back to Amazon for a refund. I DO NOT RECOMMEND THIS CHAIR. It's a decent price and hopefully you may be luckier than I got, but from my experience, I'd rather pay more money for an actual chair than pay this for a pile of spare parts that won't fit together. 1 star for seeming like it has the potential to one day grow up into a decent chair. My parts just weren't there yet.","21 Feb 2019","Color: Black","","Yes","Alisa Grace","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Causes cancer","As i started assembling this chair I noticed the warning underneath the pad of the chair. Why are they allowed to sell this? Wtf","04 Sep 2019","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71Qz7XONHQL._SY88.jpg","Yes","Serious Jest","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"The chair didn't last a year!","It's not built for longevity. It hasn't even lasted a year. I only weigh 153lbs! Please look at the photos I posted. The metal cracked!","29 Aug 2019","Color: Black","https://images-na.ssl-images-amazon.com/images/I/716Jdx6hrgL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71Y2XOO0AyL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71bOioZF1nL._SY88.jpg","Yes","Megan Magnatta","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Smallish, ergonomic and comfortable chair","This is a comfortable chair considering its size.  It's very easy to assemble with the included allen wrench and spare screws are also included.  Once assembled the chair is very strong and sturdy.  It rolls, spins, and operates smoothly. Please watch the video for a more in-depth review.","14 Oct 2016","Color: Black","","Yes","Stefan Urquelle","4.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Uncomfortable, Imbalanced & Low Quality Materials","PROS: Price, Shipping, Easy to Assemble CONS: Uncomfortable (Elbows, Thighs), Questionable Finishes, Exposed Materials I purchased this product over the past weekend and it arrived within a few business days. Shipping expectations were well met. Upon opening the box, I found that all parts and hardware were clearly labeled, and tools (a single allen wrench) were also provided. Building the chair is straightforward. Just be sure to pay attention as the screws provided are of different (but similar) lengths. Upon completing instruction, I inspected the chair. As shown in the photos that accompany this review, there were obvious blemishes, faded finishes and stress marks on the chair frame itself. There were also some exposed edges. When I first sat in the chair I worried that I had missed a step. It was wobbily and rocked a bit from side to side. I ran through the instructions once more, checking all screws and veriying that it was correct. Still, the chair continues to feel uneasy to sit in. There is a large amount of play or ""wobble"" in the seat bolster itself and you can feel plenty of side to side movement. It's to the point that if I sit still and tun my head, it forces the chair to tilt to that side. The lumbar support is simply ""okay"" at best. It seems a bit lacking, in my experience. The armrests are effectively useless. I stand 6' tall and sitting straight up, my elbows and forearms cannot make contact with the arms at all. They are a good 3 to 4 inches too short for me. Another issue with the armrests is that unless you sit with your knees touching, your thighs will likely push against the fixed arms, causing additional discomfort. Overall thr chair looks good enough in the ""you get what you pay for"" sense, but I cannot recommend this if you're looking for a comfortable and supportive chair that you can work in throughout the course of the day.","21 Nov 2018","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71IdD3G8vPL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71Li1y735vL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71duX2sBHWL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81j3jPzh87L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81nKStjzjwL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81vOPF9lqnL._SY88.jpg","Yes","Eric Lander","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"BUY AT YOUR OWN RISK!","Well, it lasted 1 month then the armrest broke in half! Be careful with this chair. Not as sturdy as i thought! Sat in it (my weight 205lbs) and heard a loud POP!","16 Jun 2017","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71MSTyh3rtL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71uU13DigpL._SY88.jpg","Yes","Bacnow","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Unacceptable manufacturing quality","The unit I received deserves negative stars. As no such rating exists I am forced to give it 1 star. I never advanced to any stage of assembly as i could not attach the wheels in any manner that they did not immediately fall off when the base was turned right side up. This indicates extremely poor manufacturing quality. Also, according to someone who answered a question regarding country of manufacture this chair is not Made in the USA. The box clearly reads "" Made in China"". For those seeking to avoid Chinese products ( I'm not one of them, obviously, but just giving an FYI for those who do) this is not the chair for you.","13 Jul 2019","Color: Black","","Yes","Amazon Customer","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Spend More","If you have never built a chair before this review might just help you out.. The little marks are normal as it is on both sides (probably from the factory). Pros- Unlike the other reviews all the parts came with nothing broken and the screws were not stripped. Packaging was on each part to make sure they were protected. Instructions were useful in telling you which screws and what they recommend. (see cons) The chair is a lot more stable than you think, but it does say on the instructions to not stand on the chair. Gives you enough height for any type of office desk (it was a little too high for me).. I was surprised how light it was from my older chair. The wheels are very easy to move around on a wooden floor. A lot of support on your back and leaning is easy. Cons- The instructions for step 2 will make it difficult for any beginner, I recommend putting the armrests on the back first to get rid of any future problems then screwing it onto the seat since the armrests are easier to move around the holes. Armrests are very low for someone around 6 ft tall and may need more to rest elbows comfortably. The tool they give you may make things tough, but at least they gave you a tool. Overall, this is a great chair for the price and does not have any defects in its design. I do feel more support on one side than the other, but it might be my fault for not doing something properly. I should mention that this feels comfortable for a big guy right under 250 lbs. Edit: No longer have the chair and didn’t last 3 months.. Cheap materials.","22 Mar 2017","Color: Black","","Yes","Nate","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"ok for the price.","I'm a 6' male at around 140lbs. The kneww bend high is totally fine.  The width of the seat... the arm rests just touches into both my outer thighs.  just enough thta after several hours of being in the chair, my outer thighs feel it! Tolerable, but i can still feel the slight pressure still on my thighs when I stand up.  Also, the seat plate tends to bow in the center and after several hours and days of sitting in this chair, it's like sitting on a metal mound.  I know i'm not the lightest person in the world and for the price point that this chair is at, nit bad! But if you are on the larger side of the scale, like me, the supports in the chair will start to give after a short amount of time.  After about a week, I gave the chair to my mom who absolutely loves it and fits her perfectly.","02 Jul 2019","Color: Black","","Yes","Sleepysnails","3.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"DANGER! Please be careful","I would give this zero stars if I could! While I realize this is not a high end expensive chair, I did expect it to remain functioning and not put the user in danger. After approximately 16 months of normal use at a desk, the back apparently sheared off from the seat, sending the user flying backwards to the floor. It looks like the metal just broke away, leaving sharp edges.  Bad welding or a defect? I don’t know, but I would urge anyone else looking at this chair to exercise extreme caution. The seller did not seem to care at all, just telling me “Sorry, it’s past the 90 day warranty.”","14 Mar 2019","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71PJXHbddfL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71jCi6XrODL._SY88.jpg","Yes","Joy","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"DONT RECOMMEND!","""Because it makes your work easier."" This could be true if you are a master plastic manipulator and normally deal with much more challenging issues, then yes. This will ADD a much simpler piece of work into your life. Unfortunately, I am not a master plastic manipulator. Putting the chair together didn't seem too challenging until I got near the end and one of the screws wouldn't keep the armrest connected to the seat. It seemed that the screw-hole wasn't made correctly on the seat. I called and told them this and they sent me a new seat piece in less than a week. Unfortunately, it seems as if this seat isn't meant to fit with the rest of the chair pieces I had. I tried my best to force the armrests to bend as much as they possibly could by pushing it, sitting on it, using all my might and it just won't work. I called and told them this. They recommend me send everything back and they'd send me a new one. Unfortunately, they must have taken my email down incorrectly because I never received an email from them with the label to send the chair back. I have instead decided to just send it back to Amazon for a refund. I DO NOT RECOMMEND THIS CHAIR. It's a decent price and hopefully you may be luckier than I got, but from my experience, I'd rather pay more money for an actual chair than pay this for a pile of spare parts that won't fit together. 1 star for seeming like it has the potential to one day grow up into a decent chair. My parts just weren't there yet.","21 Feb 2019","Color: Black","","Yes","Alisa Grace","1.0","Office Chair Ergonomic Desk Chair Mesh Computer Chair Lumbar Support Modern Executive Adjustable Stool Rolling Swivel Chair for Back Pain, Black","/Ergonomic-Computer-Office-Midback-Chair/product-reviews/B0147WIC7E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"WELL MADE","Bought 2 for our home office, easy assembly, well made, very comfortable and I like the mesh back, no sweating on a hot day. No metal parts but very strong and no paint to chip or metal to rust.","09 Jul 2020","What's this?","","Yes","JAKE COHEN","5.0","KOLLIEE Armless Mesh Office Chair Ergonomic Comfortable Armless Desk Chair Small Black Adjustable Computer Chair No Armrest Mid Back Swivel Task Chair for Small Spaces","/KOLLIEE-Ergonomic-Comfortable-Adjustable-Computer/product-reviews/B087BSZM8T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
